100.000000	589.000000
200.000000	589.000000
300.000000	511.000000
400.000000	486.000000
500.000000	458.000000
600.000000	504.000000
700.000000	518.000000
800.000000	515.000000
900.000000	414.000000
1000.000000	495.000000
1100.000000	435.000000
1200.000000	415.000000
1300.000000	503.000000
1400.000000	501.000000
1500.000000	462.000000
1600.000000	457.000000
1700.000000	537.000000
1800.000000	555.000000
1900.000000	513.000000
2000.000000	447.000000
2100.000000	539.000000
2200.000000	357.000000
2300.000000	494.000000
2400.000000	391.000000
2500.000000	537.000000
2600.000000	486.000000
2700.000000	527.000000
2800.000000	495.000000
2900.000000	391.000000
2957.000000	589.000000
3057.000000	491.000000
3157.000000	435.000000
3257.000000	501.000000
3357.000000	413.000000
3457.000000	555.000000
3557.000000	447.000000
3657.000000	433.000000
3757.000000	562.000000
3857.000000	537.000000
3957.000000	497.000000
4057.000000	495.000000
4141.000000	589.000000
4241.000000	495.000000
4341.000000	579.000000
4441.000000	413.000000
4541.000000	513.000000
4641.000000	539.000000
4741.000000	562.000000
4841.000000	500.000000
4941.000000	527.000000
5041.000000	400.000000
5141.000000	489.000000
5241.000000	507.000000
5341.000000	599.000000
5441.000000	453.000000
5541.000000	553.000000
5620.000000	589.000000
5720.000000	435.000000
5820.000000	496.000000
5920.000000	530.000000
6020.000000	335.000000
6120.000000	520.000000
6220.000000	527.000000
6233.000000	589.000000
6333.000000	415.000000
6433.000000	431.000000
6533.000000	450.000000
6633.000000	496.000000
6733.000000	486.000000
6833.000000	495.000000
6846.000000	589.000000
6946.000000	415.000000
7046.000000	537.000000
7100.000000	589.000000
7200.000000	419.000000
7300.000000	502.000000
7400.000000	539.000000
7500.000000	443.000000
7600.000000	509.000000
7700.000000	564.000000
7800.000000	539.000000
7900.000000	507.000000
8000.000000	553.000000
8100.000000	616.000000
8200.000000	563.000000
8283.000000	589.000000
8383.000000	579.000000
8483.000000	401.000000
8583.000000	488.000000
8683.000000	493.000000
8774.000000	589.000000
8874.000000	579.000000
8974.000000	513.000000
9074.000000	562.000000
9174.000000	527.000000
9274.000000	540.000000
9374.000000	472.000000
9386.000000	589.000000
9486.000000	501.000000
9586.000000	450.000000
9640.000000	589.000000
9740.000000	501.000000
9840.000000	447.000000
9894.000000	589.000000
9994.000000	501.000000
